,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
504,IndiGo,6E-6172/6305,"Sat, Feb 19",Kolkata,Port Blair,10h 30m,1 Stop,"10,112"
505,Air India,9I-9745/474/485,"Sat, Feb 19",Kolkata,Port Blair,21h 30m,3 Stop(s),"14,427"
506,Air India,AI-729/890/485,"Sat, Feb 19",Kolkata,Port Blair,23h 15m,2 Stop(s),"15,173"
507,Air India,9I-9755/890/485,"Sat, Feb 19",Kolkata,Port Blair,25h 20m,2 Stop(s),"15,677"
508,IndiGo,6E-6021/371,"Sat, Feb 19",Kolkata,Bangalore,5h 40m,1 Stop,"3,486"
509,IndiGo,6E-496/827,"Sat, Feb 19",Kolkata,Bangalore,6h 30m,1 Stop,"3,486"
510,IndiGo,6E-6021/285,"Sat, Apr 9",Kolkata,Bangalore,6h 50m,1 Stop,"3,486"
511,IndiGo,6E-6021/6505,"Sat, Apr 9",Kolkata,Bangalore,8h 55m,1 Stop,"3,486"
512,IndiGo,6E-6172/413,"Sat, Apr 9",Kolkata,Bangalore,8h 55m,1 Stop,"3,486"
513,Air Asia,I5-510/1543,"Sat, Apr 9",Kolkata,Bangalore,10h 50m,1 Stop,"3,565"
514,Air Asia,I5-541/1565,"Sat, Apr 9",Kolkata,Bangalore,5h 50m,1 Stop,"3,644"
515,Air Asia,I5-582/2393,"Sat, Apr 9",Kolkata,Bangalore,9h 15m,1 Stop,"3,644"
516,Air Asia,I5-371/1229,"Sat, Apr 9",Kolkata,Bangalore,9h 25m,1 Stop,"3,644"
517,Air Asia,I5-510/1229,"Sat, Apr 9",Kolkata,Bangalore,12h 20m,2 Stop(s),"3,644"
518,SpiceJet,SG-489,"Sat, Apr 9",Kolkata,Mumbai,2h 50m,Non Stop,"3,378"
519,Go First,G8-512,"Sat, Apr 9",Kolkata,Mumbai,2h 50m,Non Stop,"3,380"
520,Go First,G8-519,"Thu, Feb 17",Kolkata,Mumbai,2h 50m,Non Stop,"3,380"
521,Vistara,UK-772,"Thu, Feb 17",Kolkata,Mumbai,2h 35m,Non Stop,"3,381"
522,Vistara,UK-776,"Thu, Feb 17",Kolkata,Mumbai,2h 45m,Non Stop,"3,381"
523,IndiGo,6E-318,"Thu, Feb 17",Kolkata,Mumbai,2h 50m,Non Stop,"3,381"
524,Vistara,UK-774,"Thu, Feb 17",Kolkata,Mumbai,2h 55m,Non Stop,"3,381"
525,IndiGo,6E-6965,"Thu, Feb 17",Kolkata,Mumbai,3h 00m,Non Stop,"3,381"
526,IndiGo,6E-139,"Thu, Feb 17",Kolkata,Mumbai,3h 10m,Non Stop,"3,381"
527,Go First,G8-7562,"Thu, Feb 17",Kolkata,Mumbai,2h 50m,Non Stop,"3,930"
528,Air Asia,I5-588/996,"Thu, Feb 17",Kolkata,New Delhi,8h 45m,1 Stop,"3,008"
529,Air Asia,I5-583/788,"Thu, Feb 17",Kolkata,New Delhi,9h 05m,2 Stop(s),"3,008"
530,Air Asia,I5-582/482,"Sun, Feb 6",Kolkata,New Delhi,9h 15m,1 Stop,"3,008"
531,Air Asia,I5-1563/1528,"Sun, Feb 6",Kolkata,New Delhi,13h 10m,2 Stop(s),"3,008"
532,SpiceJet,SG-8264,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,011"
533,Go First,G8-227,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,013"
534,Go First,G8-102,"Sun, Feb 6",Kolkata,New Delhi,2h 35m,Non Stop,"3,013"
535,IndiGo,6E-2127,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,014"
536,IndiGo,6E-2474,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,014"
537,IndiGo,6E-6324,"Sun, Feb 6",Kolkata,New Delhi,2h 35m,Non Stop,"3,014"
538,SpiceJet,SG-3723,"Sun, Feb 6",Kolkata,Guwahati,1h 35m,Non Stop,"2,292"
539,Go First,G8-532,"Sun, Feb 6",Kolkata,Guwahati,1h 15m,Non Stop,"2,294"
540,Air India,AI-729,"Sun, Apr 3",Kolkata,Guwahati,1h 15m,Non Stop,"2,294"
541,Air India,AI-780,"Sun, Apr 3",Kolkata,Guwahati,1h 25m,Non Stop,"2,294"
542,IndiGo,6E-7143/119,"Sun, Apr 3",Kolkata,Guwahati,4h 15m,1 Stop,"2,294"
543,IndiGo,6E-374/316,"Sun, Apr 3",Kolkata,Guwahati,4h 35m,1 Stop,"2,294"
544,IndiGo,6E-989/119,"Sun, Apr 3",Kolkata,Guwahati,5h 20m,1 Stop,"2,294"
545,IndiGo,6E-227/433,"Sun, Apr 3",Kolkata,Guwahati,6h 00m,1 Stop,"2,294"
546,IndiGo,6E-966/316,"Sun, Apr 3",Kolkata,Guwahati,7h 35m,1 Stop,"2,294"
547,IndiGo,6E-7143/316,"Sun, Apr 3",Kolkata,Guwahati,9h 15m,1 Stop,"2,294"
548,IndiGo,6E-6021/992,"Sun, Apr 3",Kolkata,Goa,6h 55m,1 Stop,"3,964"
549,IndiGo,6E-6172/743,"Sun, Apr 3",Kolkata,Goa,7h 45m,1 Stop,"3,964"
550,IndiGo,6E-6021/6433,"Thu, Mar 10",Kolkata,Goa,9h 40m,1 Stop,"3,964"
551,IndiGo,6E-725/743,"Thu, Mar 10",Kolkata,Goa,11h 10m,1 Stop,"3,964"
552,IndiGo,6E-893/905,"Thu, Mar 10",Kolkata,Goa,4h 50m,1 Stop,"4,544"
553,IndiGo,6E-496/905,"Thu, Mar 10",Kolkata,Goa,7h 05m,1 Stop,"4,544"
554,Go First,G8-626/571,"Thu, Mar 10",Kolkata,Goa,8h 10m,1 Stop,"4,605"
555,Go First,G8-519/384,"Thu, Mar 10",Kolkata,Goa,5h 55m,1 Stop,"4,864"
556,Go First,G8-519/575,"Thu, Mar 10",Kolkata,Goa,12h 40m,1 Stop,"4,864"
557,SpiceJet,SG-242/455,"Thu, Mar 10",Kolkata,Goa,7h 30m,1 Stop,"4,883"
558,Air India,AI-765,"Thu, Mar 10",Kolkata,Chennai,2h 25m,Non Stop,"3,596"
559,IndiGo,6E-496/514,"Thu, Mar 10",Kolkata,Chennai,8h 15m,1 Stop,"4,297"
560,Go First,G8-519/305,"Sun, Feb 6",Kolkata,Chennai,14h 10m,1 Stop,"4,756"
561,SpiceJet,SG-406/4009,"Sun, Feb 6",Kolkata,Chennai,11h 25m,1 Stop,"4,885"
562,SpiceJet,SG-516/4009,"Sun, Feb 6",Kolkata,Chennai,25h 45m,1 Stop,"4,885"
563,Vistara,UK-720/833,"Sun, Feb 6",Kolkata,Chennai,26h 45m,1 Stop,"4,885"
564,Air India,AI-732/671,"Sun, Feb 6",Kolkata,Chennai,21h 55m,2 Stop(s),"4,893"
565,IndiGo,6E-6172/531,"Sun, Feb 6",Kolkata,Chennai,8h 25m,1 Stop,"5,177"
566,IndiGo,6E-6021/6216,"Sun, Feb 6",Kolkata,Chennai,8h 10m,1 Stop,"5,179"
567,Vistara,UK-720/839,"Sun, Feb 6",Kolkata,Chennai,9h 10m,1 Stop,"5,200"
568,IndiGo,6E-6128/6104,"Sun, Feb 6",Kolkata,Pune,5h 45m,1 Stop,"4,554"
569,IndiGo,6E-822/528,"Sun, Feb 6",Kolkata,Pune,7h 10m,1 Stop,"4,554"
570,IndiGo,6E-716/436,"Sun, Feb 27",Kolkata,Pune,9h 25m,1 Stop,"4,554"
571,IndiGo,6E-345/528,"Sun, Feb 27",Kolkata,Pune,9h 30m,1 Stop,"4,554"
572,IndiGo,6E-6128/528,"Sun, Feb 27",Kolkata,Pune,11h 30m,1 Stop,"4,554"
573,Air Asia,I5-582/768,"Sun, Feb 27",Kolkata,Pune,8h 20m,2 Stop(s),"4,609"
574,Air Asia,I5-552/768,"Sun, Feb 27",Kolkata,Pune,9h 45m,1 Stop,"4,609"
575,Air Asia,I5-588/1731,"Sun, Feb 27",Kolkata,Pune,9h 50m,1 Stop,"4,609"
576,IndiGo,6E-958/426,"Sun, Feb 27",Kolkata,Pune,7h 25m,1 Stop,"4,655"
577,IndiGo,6E-822/426,"Sun, Feb 27",Kolkata,Pune,10h 15m,1 Stop,"4,655"
578,Air Asia,I5-510,"Sun, Feb 27",Kolkata,Hyderabad,2h 05m,Non Stop,"2,436"
579,IndiGo,6E-725,"Sun, Feb 27",Kolkata,Hyderabad,2h 05m,Non Stop,"2,436"
580,Air India,AI-526,"Fri, Feb 11",Kolkata,Hyderabad,2h 15m,Non Stop,"2,436"
581,Go First,G8-125,"Fri, Feb 11",Kolkata,Hyderabad,2h 10m,Non Stop,"2,603"
582,Go First,G8-626,"Fri, Feb 11",Kolkata,Hyderabad,2h 20m,Non Stop,"2,603"
583,IndiGo,6E-6172,"Fri, Feb 11",Kolkata,Hyderabad,2h 10m,Non Stop,"3,129"
584,IndiGo,6E-496,"Fri, Feb 11",Kolkata,Hyderabad,2h 15m,Non Stop,"3,129"
585,IndiGo,6E-6021,"Fri, Feb 11",Kolkata,Hyderabad,2h 20m,Non Stop,"3,129"
586,IndiGo,6E-321/371,"Fri, Feb 11",Kolkata,Hyderabad,6h 15m,1 Stop,"4,589"
587,Go First,G8-227/7555,"Fri, Feb 11",Kolkata,Hyderabad,8h 40m,1 Stop,"4,590"
588,SpiceJet,SG-3229,"Fri, Feb 11",Kolkata,Bagdogra,1h 30m,Non Stop,"2,059"
589,SpiceJet,SG-4027,"Fri, Feb 11",Kolkata,Bagdogra,1h 45m,Non Stop,"2,059"
590,IndiGo,6E-751,"Sun, Feb 27",Kolkata,Bagdogra,1h 10m,Non Stop,"2,061"
591,Air Asia,I5-582,"Sun, Feb 27",Kolkata,Bagdogra,1h 15m,Non Stop,"2,061"
592,Go First,G8-538,"Sun, Feb 27",Kolkata,Bagdogra,1h 15m,Non Stop,"2,061"
593,IndiGo,6E-211,"Sun, Feb 27",Kolkata,Bagdogra,1h 15m,Non Stop,"2,061"
594,IndiGo,6E-6785,"Sun, Feb 27",Kolkata,Bagdogra,1h 25m,Non Stop,"2,061"
595,Air India,AI-721,"Sun, Feb 27",Kolkata,Bagdogra,1h 25m,Non Stop,"2,294"
596,Go First,G8-227/153,"Sun, Feb 27",Kolkata,Bagdogra,7h 10m,1 Stop,"6,470"
597,Vistara,UK-706/765,"Sun, Feb 27",Kolkata,Bagdogra,5h 40m,1 Stop,"6,596"
598,IndiGo,6E-6234/817,"Sun, Feb 27",Mumbai,New Delhi,4h 05m,1 Stop,"2,337"
599,IndiGo,6E-6084/158,"Sun, Feb 27",Mumbai,New Delhi,5h 20m,1 Stop,"2,337"
600,IndiGo,6E-5361/6685,"Sun, Apr 10",Mumbai,New Delhi,5h 25m,1 Stop,"2,337"
601,IndiGo,6E-6084/6288,"Sun, Apr 10",Mumbai,New Delhi,7h 10m,1 Stop,"2,337"
602,IndiGo,6E-5361/6299,"Sun, Apr 10",Mumbai,New Delhi,7h 25m,1 Stop,"2,337"
603,IndiGo,6E-5381/817,"Sun, Apr 10",Mumbai,New Delhi,8h 05m,1 Stop,"2,337"
604,IndiGo,6E-6084/5011,"Sun, Apr 10",Mumbai,New Delhi,8h 55m,1 Stop,"2,337"
605,IndiGo,6E-6234/6246,"Sun, Apr 10",Mumbai,New Delhi,9h 25m,1 Stop,"2,337"
606,IndiGo,6E-5372/2012,"Sun, Apr 10",Mumbai,New Delhi,10h 50m,1 Stop,"2,337"
607,IndiGo,6E-6222/2279,"Sun, Apr 10",Mumbai,New Delhi,11h 00m,1 Stop,"2,337"
608,IndiGo,6E-468/6684,"Sun, Apr 10",Goa,New Delhi,5h 50m,1 Stop,"3,483"
609,IndiGo,6E-468/2349,"Sun, Apr 10",Goa,New Delhi,7h 10m,1 Stop,"3,483"
610,IndiGo,6E-744/643,"Wed, Feb 23",Goa,New Delhi,10h 35m,1 Stop,"3,483"
611,IndiGo,6E-712/6684,"Wed, Feb 23",Goa,New Delhi,9h 15m,1 Stop,"3,624"
612,IndiGo,6E-712/2349,"Wed, Feb 23",Goa,New Delhi,10h 35m,1 Stop,"3,624"
613,IndiGo,6E-744/2248,"Wed, Feb 23",Goa,New Delhi,8h 35m,1 Stop,"3,821"
614,Go First,G8-381/319,"Wed, Feb 23",Goa,New Delhi,5h 30m,1 Stop,"3,827"
615,Go First,G8-381/321,"Wed, Feb 23",Goa,New Delhi,7h 50m,1 Stop,"3,827"
616,Go First,G8-381/7536,"Wed, Feb 23",Goa,New Delhi,7h 55m,1 Stop,"3,827"
617,Go First,G8-381/391,"Wed, Feb 23",Goa,New Delhi,9h 05m,1 Stop,"3,827"
618,IndiGo,6E-613,"Wed, Feb 23",Chennai,New Delhi,2h 45m,Non Stop,"1,999"
619,Vistara,UK-836,"Wed, Feb 23",Chennai,New Delhi,2h 45m,Non Stop,"2,051"
620,Vistara,UK-832,"Sun, Feb 6",Chennai,New Delhi,2h 50m,Non Stop,"2,051"
621,Air India,AI-440,"Sun, Feb 6",Chennai,New Delhi,2h 45m,Non Stop,"2,271"
622,Air India,AI-539,"Sun, Feb 6",Chennai,New Delhi,2h 50m,Non Stop,"2,271"
623,Air India,AI-538,"Sun, Feb 6",Chennai,New Delhi,2h 50m,Non Stop,"2,271"
624,Air India,AI-430,"Sun, Feb 6",Chennai,New Delhi,3h 05m,Non Stop,"2,271"
625,SpiceJet,SG-8104,"Sun, Feb 6",Chennai,New Delhi,2h 40m,Non Stop,"2,327"
626,IndiGo,6E-2062,"Sun, Feb 6",Chennai,New Delhi,2h 35m,Non Stop,"2,329"
627,IndiGo,6E-2752,"Sun, Feb 6",Chennai,New Delhi,2h 45m,Non Stop,"2,329"
628,IndiGo,6E-6104/587,"Sun, Feb 6",Bangalore,New Delhi,7h 10m,1 Stop,"2,356"
629,IndiGo,6E-6104/2369,"Sun, Feb 6",Bangalore,New Delhi,11h 20m,1 Stop,"2,356"
630,IndiGo,6E-6491/643,"Sun, Feb 6",Bangalore,New Delhi,5h 05m,1 Stop,"2,979"
631,IndiGo,6E-6067/6684,"Sun, Feb 6",Bangalore,New Delhi,7h 25m,1 Stop,"2,979"
632,IndiGo,6E-886/643,"Sun, Feb 6",Bangalore,New Delhi,8h 50m,1 Stop,"2,979"
633,IndiGo,6E-6491/6684,"Sun, Feb 6",Bangalore,New Delhi,10h 40m,1 Stop,"2,979"
634,IndiGo,6E-6104/2481,"Sun, Feb 6",Bangalore,New Delhi,5h 10m,1 Stop,"3,057"
635,IndiGo,6E-436/2481,"Sun, Feb 6",Bangalore,New Delhi,11h 15m,1 Stop,"3,057"
636,Vistara,UK-814,"Sun, Feb 6",Bangalore,New Delhi,2h 35m,Non Stop,"3,233"
637,Vistara,UK-810,"Sun, Feb 6",Bangalore,New Delhi,2h 40m,Non Stop,"3,233"
638,Air India,AI-840,"Sun, Feb 6",Hyderabad,New Delhi,2h 10m,Non Stop,"2,276"
639,Air India,AI-541,"Sun, Feb 6",Hyderabad,New Delhi,2h 15m,Non Stop,"2,276"
640,Air India,AI-559,"Wed, Feb 23",Hyderabad,New Delhi,2h 30m,Non Stop,"2,276"
641,Air India,AI-543,"Wed, Feb 23",Hyderabad,New Delhi,2h 30m,Non Stop,"2,276"
642,IndiGo,6E-6277/2347,"Wed, Feb 23",Hyderabad,New Delhi,5h 15m,1 Stop,"2,276"
643,IndiGo,6E-6277/2072,"Wed, Feb 23",Hyderabad,New Delhi,8h 15m,1 Stop,"2,276"
644,IndiGo,6E-913/648,"Wed, Feb 23",Hyderabad,New Delhi,8h 50m,1 Stop,"2,276"
645,IndiGo,6E-913/7404,"Wed, Feb 23",Hyderabad,New Delhi,11h 00m,1 Stop,"2,276"
646,Air Asia,I5-1543/996,"Wed, Feb 23",Hyderabad,New Delhi,7h 55m,1 Stop,"2,277"
647,Air Asia,I5-1543/722,"Wed, Feb 23",Hyderabad,New Delhi,13h 00m,1 Stop,"2,277"
648,Air Asia,I5-588/996,"Wed, Feb 23",Kolkata,New Delhi,8h 45m,1 Stop,"3,008"
649,Air Asia,I5-583/788,"Wed, Feb 23",Kolkata,New Delhi,9h 05m,2 Stop(s),"3,008"
650,Air Asia,I5-582/482,"Sun, Feb 6",Kolkata,New Delhi,9h 15m,1 Stop,"3,008"
651,Air Asia,I5-1563/1528,"Sun, Feb 6",Kolkata,New Delhi,13h 10m,2 Stop(s),"3,008"
652,SpiceJet,SG-8264,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,011"
653,Go First,G8-227,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,013"
654,Go First,G8-102,"Sun, Feb 6",Kolkata,New Delhi,2h 35m,Non Stop,"3,013"
655,IndiGo,6E-2127,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,014"
656,IndiGo,6E-2474,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,014"
657,IndiGo,6E-6324,"Sun, Feb 6",Kolkata,New Delhi,2h 35m,Non Stop,"3,014"
658,Air India,AI-550/539,"Sun, Feb 6",Port Blair,New Delhi,10h 55m,1 Stop,"5,120"
659,Air India,AI-550/538,"Sun, Feb 6",Port Blair,New Delhi,14h 15m,1 Stop,"5,120"
660,Air India,AI-550/440,"Sun, Feb 6",Port Blair,New Delhi,23h 55m,1 Stop,"5,120"
661,Air India,AI-550/430,"Sun, Feb 6",Port Blair,New Delhi,28h 05m,1 Stop,"5,120"
662,IndiGo,6E-804/613,"Sun, Feb 6",Port Blair,New Delhi,7h 35m,1 Stop,"5,638"
663,SpiceJet,SG-607/8108,"Sun, Feb 6",Port Blair,New Delhi,13h 55m,1 Stop,"5,641"
664,SpiceJet,SG-607/8104,"Sun, Feb 6",Port Blair,New Delhi,21h 30m,1 Stop,"5,641"
665,IndiGo,6E-804/2752,"Sun, Feb 6",Port Blair,New Delhi,9h 00m,1 Stop,"5,968"
666,SpiceJet,SG-254/8130,"Sun, Feb 6",Port Blair,New Delhi,20h 15m,1 Stop,"6,200"
667,Air India,AI-788/763,"Sun, Feb 6",Port Blair,New Delhi,24h 40m,1 Stop,"6,308"
668,SpiceJet,SG-481,"Sun, Feb 6",Patna,New Delhi,1h 45m,Non Stop,"2,274"
669,SpiceJet,SG-8722,"Sun, Feb 6",Patna,New Delhi,1h 50m,Non Stop,"2,274"
670,IndiGo,6E-2163,"Wed, Mar 2",Patna,New Delhi,1h 45m,Non Stop,"2,276"
671,Go First,G8-168,"Wed, Mar 2",Patna,New Delhi,1h 50m,Non Stop,"2,276"
672,Go First,G8-7539,"Wed, Mar 2",Patna,New Delhi,1h 50m,Non Stop,"2,276"
673,IndiGo,6E-5004,"Wed, Mar 2",Patna,New Delhi,1h 50m,Non Stop,"2,276"
674,IndiGo,6E-2167,"Wed, Mar 2",Patna,New Delhi,1h 50m,Non Stop,"2,276"
675,IndiGo,6E-185,"Wed, Mar 2",Patna,New Delhi,1h 50m,Non Stop,"2,276"
676,IndiGo,6E-2055,"Wed, Mar 2",Patna,New Delhi,1h 50m,Non Stop,"2,276"
677,IndiGo,6E-2033,"Wed, Mar 2",Patna,New Delhi,2h 05m,Non Stop,"2,276"
678,IndiGo,6E-836/632,"Wed, Mar 2",Pune,New Delhi,4h 25m,1 Stop,"2,468"
679,IndiGo,6E-819/5011,"Wed, Mar 2",Pune,New Delhi,4h 35m,1 Stop,"2,468"
680,IndiGo,6E-242/636,"Fri, Apr 1",Pune,New Delhi,5h 05m,1 Stop,"2,468"
681,IndiGo,6E-836/6733,"Fri, Apr 1",Pune,New Delhi,5h 35m,1 Stop,"2,468"
682,IndiGo,6E-284/962,"Fri, Apr 1",Pune,New Delhi,7h 45m,1 Stop,"2,468"
683,IndiGo,6E-6117/6606,"Fri, Apr 1",Pune,New Delhi,7h 50m,1 Stop,"2,468"
684,IndiGo,6E-836/6274,"Fri, Apr 1",Pune,New Delhi,8h 40m,1 Stop,"2,468"
685,IndiGo,6E-6745/636,"Fri, Apr 1",Pune,New Delhi,9h 00m,1 Stop,"2,468"
686,IndiGo,6E-6564/6559,"Fri, Apr 1",Pune,New Delhi,10h 15m,1 Stop,"2,468"
687,IndiGo,6E-836/243,"Fri, Apr 1",Pune,New Delhi,10h 35m,1 Stop,"2,468"
688,SpiceJet,SG-8169,"Fri, Apr 1",Guwahati,New Delhi,3h 05m,Non Stop,"3,098"
689,IndiGo,6E-494,"Fri, Apr 1",Guwahati,New Delhi,2h 40m,Non Stop,"3,100"
690,Go First,G8-151,"Thu, Mar 17",Guwahati,New Delhi,2h 45m,Non Stop,"3,100"
691,Air Asia,I5-788,"Thu, Mar 17",Guwahati,New Delhi,2h 45m,Non Stop,"3,100"
692,IndiGo,6E-2564,"Thu, Mar 17",Guwahati,New Delhi,2h 50m,Non Stop,"3,100"
693,IndiGo,6E-509,"Thu, Mar 17",Guwahati,New Delhi,2h 50m,Non Stop,"3,100"
694,Air Asia,I5-786,"Thu, Mar 17",Guwahati,New Delhi,2h 55m,Non Stop,"3,100"
695,IndiGo,6E-5039,"Thu, Mar 17",Guwahati,New Delhi,3h 00m,Non Stop,"3,100"
696,Go First,G8-158,"Thu, Mar 17",Guwahati,New Delhi,3h 00m,Non Stop,"3,100"
697,Air Asia,I5-798,"Thu, Mar 17",Guwahati,New Delhi,2h 55m,Non Stop,"3,202"
698,IndiGo,6E-6234/817,"Thu, Mar 17",Mumbai,New Delhi,4h 05m,1 Stop,"2,337"
699,IndiGo,6E-6084/158,"Thu, Mar 17",Mumbai,New Delhi,5h 20m,1 Stop,"2,337"
700,IndiGo,6E-5361/6685,"Sun, Apr 10",Mumbai,New Delhi,5h 25m,1 Stop,"2,337"
701,IndiGo,6E-6084/6288,"Sun, Apr 10",Mumbai,New Delhi,7h 10m,1 Stop,"2,337"
702,IndiGo,6E-5361/6299,"Sun, Apr 10",Mumbai,New Delhi,7h 25m,1 Stop,"2,337"
703,IndiGo,6E-5381/817,"Sun, Apr 10",Mumbai,New Delhi,8h 05m,1 Stop,"2,337"
704,IndiGo,6E-6084/5011,"Sun, Apr 10",Mumbai,New Delhi,8h 55m,1 Stop,"2,337"
705,IndiGo,6E-6234/6246,"Sun, Apr 10",Mumbai,New Delhi,9h 25m,1 Stop,"2,337"
706,IndiGo,6E-5372/2012,"Sun, Apr 10",Mumbai,New Delhi,10h 50m,1 Stop,"2,337"
707,IndiGo,6E-6222/2279,"Sun, Apr 10",Mumbai,New Delhi,11h 00m,1 Stop,"2,337"
708,IndiGo,6E-468/6684,"Sun, Apr 10",Goa,New Delhi,5h 50m,1 Stop,"3,483"
709,IndiGo,6E-468/2349,"Sun, Apr 10",Goa,New Delhi,7h 10m,1 Stop,"3,483"
710,IndiGo,6E-744/643,"Wed, Feb 23",Goa,New Delhi,10h 35m,1 Stop,"3,483"
711,IndiGo,6E-712/6684,"Wed, Feb 23",Goa,New Delhi,9h 15m,1 Stop,"3,624"
712,IndiGo,6E-712/2349,"Wed, Feb 23",Goa,New Delhi,10h 35m,1 Stop,"3,624"
713,IndiGo,6E-744/2248,"Wed, Feb 23",Goa,New Delhi,8h 35m,1 Stop,"3,821"
714,Go First,G8-381/319,"Wed, Feb 23",Goa,New Delhi,5h 30m,1 Stop,"3,827"
715,Go First,G8-381/321,"Wed, Feb 23",Goa,New Delhi,7h 50m,1 Stop,"3,827"
716,Go First,G8-381/7536,"Wed, Feb 23",Goa,New Delhi,7h 55m,1 Stop,"3,827"
717,Go First,G8-381/391,"Wed, Feb 23",Goa,New Delhi,9h 05m,1 Stop,"3,827"
718,IndiGo,6E-613,"Wed, Feb 23",Chennai,New Delhi,2h 45m,Non Stop,"1,999"
719,Vistara,UK-836,"Wed, Feb 23",Chennai,New Delhi,2h 45m,Non Stop,"2,051"
720,Vistara,UK-832,"Sun, Feb 6",Chennai,New Delhi,2h 50m,Non Stop,"2,051"
721,Air India,AI-440,"Sun, Feb 6",Chennai,New Delhi,2h 45m,Non Stop,"2,271"
722,Air India,AI-539,"Sun, Feb 6",Chennai,New Delhi,2h 50m,Non Stop,"2,271"
723,Air India,AI-538,"Sun, Feb 6",Chennai,New Delhi,2h 50m,Non Stop,"2,271"
724,Air India,AI-430,"Sun, Feb 6",Chennai,New Delhi,3h 05m,Non Stop,"2,271"
725,SpiceJet,SG-8104,"Sun, Feb 6",Chennai,New Delhi,2h 40m,Non Stop,"2,327"
726,IndiGo,6E-2062,"Sun, Feb 6",Chennai,New Delhi,2h 35m,Non Stop,"2,329"
727,IndiGo,6E-2752,"Sun, Feb 6",Chennai,New Delhi,2h 45m,Non Stop,"2,329"
728,IndiGo,6E-6104/587,"Sun, Feb 6",Bangalore,New Delhi,7h 10m,1 Stop,"2,356"
729,IndiGo,6E-6104/2369,"Sun, Feb 6",Bangalore,New Delhi,11h 20m,1 Stop,"2,356"
730,IndiGo,6E-6491/643,"Sun, Feb 6",Bangalore,New Delhi,5h 05m,1 Stop,"2,979"
731,IndiGo,6E-6067/6684,"Sun, Feb 6",Bangalore,New Delhi,7h 25m,1 Stop,"2,979"
732,IndiGo,6E-886/643,"Sun, Feb 6",Bangalore,New Delhi,8h 50m,1 Stop,"2,979"
733,IndiGo,6E-6491/6684,"Sun, Feb 6",Bangalore,New Delhi,10h 40m,1 Stop,"2,979"
734,IndiGo,6E-6104/2481,"Sun, Feb 6",Bangalore,New Delhi,5h 10m,1 Stop,"3,057"
735,IndiGo,6E-436/2481,"Sun, Feb 6",Bangalore,New Delhi,11h 15m,1 Stop,"3,057"
736,Vistara,UK-814,"Sun, Feb 6",Bangalore,New Delhi,2h 35m,Non Stop,"3,233"
737,Vistara,UK-810,"Sun, Feb 6",Bangalore,New Delhi,2h 40m,Non Stop,"3,233"
738,Air India,AI-840,"Sun, Feb 6",Hyderabad,New Delhi,2h 10m,Non Stop,"2,276"
739,Air India,AI-541,"Sun, Feb 6",Hyderabad,New Delhi,2h 15m,Non Stop,"2,276"
740,Air India,AI-559,"Wed, Feb 23",Hyderabad,New Delhi,2h 30m,Non Stop,"2,276"
741,Air India,AI-543,"Wed, Feb 23",Hyderabad,New Delhi,2h 30m,Non Stop,"2,276"
742,IndiGo,6E-6277/2347,"Wed, Feb 23",Hyderabad,New Delhi,5h 15m,1 Stop,"2,276"
743,IndiGo,6E-6277/2072,"Wed, Feb 23",Hyderabad,New Delhi,8h 15m,1 Stop,"2,276"
744,IndiGo,6E-913/648,"Wed, Feb 23",Hyderabad,New Delhi,8h 50m,1 Stop,"2,276"
745,IndiGo,6E-913/7404,"Wed, Feb 23",Hyderabad,New Delhi,11h 00m,1 Stop,"2,276"
746,Air Asia,I5-1543/996,"Wed, Feb 23",Hyderabad,New Delhi,7h 55m,1 Stop,"2,277"
747,Air Asia,I5-1543/722,"Wed, Feb 23",Hyderabad,New Delhi,13h 00m,1 Stop,"2,277"
748,Air Asia,I5-588/996,"Wed, Feb 23",Kolkata,New Delhi,8h 45m,1 Stop,"3,008"
749,Air Asia,I5-583/788,"Wed, Feb 23",Kolkata,New Delhi,9h 05m,2 Stop(s),"3,008"
750,Air Asia,I5-582/482,"Sun, Feb 6",Kolkata,New Delhi,9h 15m,1 Stop,"3,008"
751,Air Asia,I5-1563/1528,"Sun, Feb 6",Kolkata,New Delhi,13h 10m,2 Stop(s),"3,008"
752,SpiceJet,SG-8264,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,011"
753,Go First,G8-227,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,013"
754,Go First,G8-102,"Sun, Feb 6",Kolkata,New Delhi,2h 35m,Non Stop,"3,013"
755,IndiGo,6E-2127,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,014"
756,IndiGo,6E-2474,"Sun, Feb 6",Kolkata,New Delhi,2h 30m,Non Stop,"3,014"
